,Location,Year,Longitude,Latitude,Count
2169,Heritage Drive and Heritage Meadows Wy SE,2018.0,-114.044211260656,50.98721743591639,1
2170,Heritage Drive and Macleod Trail SE,2018.0,-114.072523196148,50.97962252779671,1
2171,Heritage Drive and Macleod Trail SW,2018.0,-114.072523196148,50.97962252779671,1
2172,Heritage Drive at Elbow Drive SW,2018.0,-114.08314835946899,50.9795722073732,2
2173,Heritage Drive at Flint Road SE,2018.0,-114.067955847509,50.9795682783771,1
2174,Heritage Drive at Heritage Meadows Way SE,2018.0,-114.044211260656,50.98721743591639,1
2175,Heritage Drive between Macleod Trail and Haddon Road SW,2018.0,-114.07320358139968,50.979570411517464,3
2176,Heritage Drive west of Macleod Trail SW,2018.0,-114.073557572612,50.9795806177301,1
2177,Heritage Meadows Road and Heritage Meadows Way SE,2018.0,-114.03572030961,50.9822222668795,1
2178,Heritage Meadows Road at Heritage Drive SE,2018.0,-114.029319851444,50.98665360580811,1
2179,Heritage Meadows Way and 11 Street SE,2018.0,-114.042393172684,50.9839672991501,2
2180,Heritage Meadows Way at 11 Street SE,2018.0,-114.042393172684,50.9839672991501,1
2181,Heritage Meadows wy and Heritage Meadows Road SE,2018.0,-114.03524851578999,50.982068594188,1
2182,Hidden Creek Boulevard at Hidden Creek Road,2018.0,-114.101886695624,51.16135725314221,1
2183,Hidden Creek Drive and Beddington Trail NW,2018.0,-114.10599559133999,51.1537115757794,1
2184,Hidden Valley Drive and Shaganappi Trail NW,2018.0,-114.135640609517,51.1474683520507,1
2185,Highfield Ci and 46 Avenue SE,2018.0,-114.04591647398,51.011365459214,1
2186,Home Road and 21 Avenue NW,2018.0,-114.164422712497,51.079707305099106,1
2187,Home Road and 52 Street NW,2018.0,-114.16442619166,51.0799238617547,1
2188,Home Road and Bowness Road NW,2018.0,-114.164399442631,51.0752754205902,2
2189,Horton Road and Hull Avenue SW,2018.0,-114.07380860018499,50.9771330660986,1
2190,Horton Road and Southland Drive SW,2018.0,-114.07459783451401,50.965081223334295,1
2191,Huntbourne Way and 4 Street NE,2018.0,-114.05539423438101,51.1142618400185,1
2192,Hunterview Drive and Huntsbay Road NW,2018.0,-114.079947460648,51.1116999707522,1
2193,James McKevitt Road and 162 Avenue SW,2018.0,-114.09901054119499,50.9052438916617,1
2194,James McKevitt Road and Shawnee Gate SW,2018.0,-114.075133153517,50.9214025026345,1
2195,James Mckevitt Road and 162 Avenue SW,2018.0,-114.098959556412,50.9052375969695,2
2196,James Mckevitt Road and Bridlewood Road SW,2018.0,-114.098665167824,50.902813390498,1
2197,James Mckevitt Road and Evergreen Street SW,2018.0,-114.094823384116,50.9212879356888,1
2198,James Mckevitt Road and Fish Creek Boulevard SW,2018.0,-114.100481717003,50.9176796803442,1
2199,James Mckevitt Road and Shawnessy Boulevard SW,2018.0,-114.100152472155,50.9139641532281,3
2200,James Mckevitt Road and Shawnessy Bvld SW,2018.0,-114.100152472155,50.9139641532281,1
2201,James Mckevitt Road and Spruce Meadows Trail S,2018.0,-114.09404700088999,50.8942822220186,2
2202,James Mckevitt Road and Spruce Meadows Trail SW,2018.0,-114.09404700088999,50.8942822220186,2
2203,James Mckevitt Road at Fish Creek Boulevard SW,2018.0,-114.100481717003,50.9176796803442,1
2204,James Mckevitt Road at Macleod Trail SW,2018.0,-114.072404239772,50.9216073090044,1
2205,James Mckevitt Road at Shawnessy Boulevard SW,2018.0,-114.100152472155,50.9139641532281,1
2206,John Laurie Boulevard and 19 Street NW,2018.0,-114.10664910803499,51.0921648385307,2
2207,John Laurie Boulevard and 53 Street NW,2018.0,-114.15487898249125,51.11482756166362,4
2208,John Laurie Boulevard and Brisebois Drive NW,2018.0,-114.128117015521,51.102489930933,1
2209,John Laurie Boulevard and Charleswood Drive NW,2018.0,-114.117031477145,51.0965780898696,1
2210,John Laurie Boulevard and Crowfoot Gate NW,2018.0,-114.200064885731,51.1296432889115,2
2211,John Laurie Boulevard and Hawkwood Drive NW,2018.0,-114.189008457778,51.1254699119121,1
2212,John Laurie Boulevard and McKnight Boulevard NW,2018.0,-114.083317961464,51.0973162573297,1
2213,John Laurie Boulevard and Mcknight Boulevard NW,2018.0,-114.0833984995635,51.09704817334705,2
2214,John Laurie Boulevard and Nose Hill Drive NW,2018.0,-114.19489514517599,51.1274203463215,1
2215,John Laurie Boulevard and Ranchero Drive NW,2018.0,-114.189357144652,51.125115156885606,1
2216,John Laurie Boulevard and Sarcee Trail NW,2018.0,-114.16726336513825,51.1212139272121,4
2217,John Laurie Boulevard at Edgemont Boulevard NW,2018.0,-114.156523878862,51.1161421730806,1
2218,John Laurie Boulevard at Edgemont Drive NW,2018.0,-114.148753883815,51.1127260965197,1
2219,John Laurie Boulevard at Hawkwood Boulevard NW,2018.0,-114.17025188968,51.123058489018895,3
2220,John Laurie Boulevard at McKnight Boulevard NW,2018.0,-114.083317961464,51.0973162573297,1
2221,Kensington Road and 10 Street NW,2018.0,-114.085879601761,51.052500447225704,1
2222,Kensington Road and 11A Street NW,2018.0,-114.09019118421499,51.05250834711679,1
2223,Kensington Road and 16 Street NW,2018.0,-114.098181337574,51.052513145842504,1
2224,Kensington Road and 18 Street NW,2018.0,-114.103096776733,51.0525015420691,1
2225,Kensington Road and 19 Street NW,2018.0,-114.105560279958,51.05249925333221,1
2226,Kensington Road and Memorial Drive NW,2018.0,-114.120891008055,51.0521631099081,1
2227,Kensington Road at 14 Street NW,2018.0,-114.094696175452,51.0525165607157,1
2228,Kensinton Road and 11A Street NW,2018.0,-114.09019118421499,51.05250834711679,1
2229,Kincora Boulevard and Symons Valley Road NW,2018.0,-114.125820584242,51.161100500817604,1
2230,Lake Bonavista Drive and Bonaventure Drive SE,2018.0,-114.06252301146401,50.9414721769431,1
2231,Lake Fraser Drive and Lake Fraser Gate SE,2018.0,-114.067519778776,50.939579988663596,1
2232,Lake Fraser Drive at Lake Fraser Gate SE,2018.0,-114.067519778776,50.939579988663596,1
2233,Lake Fraser Gate and Lake Fraser Drive SE,2018.0,-114.067519778776,50.939579988663596,1
2234,Lake Placid Ri and Lake Simcoe Ri SE,2018.0,-114.058892118003,50.9310495539003,1
2235,Lansdowne Avenue and Elbow Drive SW,2018.0,-114.078651687462,51.016963837432,1
2236,Lucas Boulevard and 144 Avenue NW,2018.0,-114.07564875438999,51.183357300640004,1
2237,MT Mckenzie Drive and 130 Avenue SE,2018.0,-113.983705828181,50.931575421950996,1
2238,Macewan Drive and 14 Street NW,2018.0,-114.10863684652901,51.1402455510231,1
2239,Macewan Drive and Macewan Park Circle NW,2018.0,-114.11453202876999,51.1354973774166,1
2240,Macewan Drive at 14 Street NW,2018.0,-114.10922165068199,51.1402691883882,1
2241,Macleod Trail and 10 Avenue SE,2018.0,-114.058271683678,51.04318127778011,1
2242,Macleod Trail and 11 Avenue SE,2018.0,-114.05833751587902,51.042233367055,3
2243,Macleod Trail and 12 Avenue SE,2018.0,-114.05840448764401,51.0412866242345,1
2244,Macleod Trail and 194 Avenue SE,2018.0,-114.045384732326,50.8783065113474,2
2245,Macleod Trail and 210 Avenue SE,2018.0,-114.040584982974,50.8704853630391,2
2246,Macleod Trail and 25 Avenue SW,2018.0,-114.05980730065001,51.030508825440904,1
2247,Macleod Trail and 36 Avenue SE,2018.0,-114.06054038286301,51.0214448789276,1
2248,Macleod Trail and 39 Avenue SE,2018.0,-114.06278551867099,51.01864706595221,1
2249,Macleod Trail and 4 Avenue SE,2018.0,-114.05784152244101,51.049190048359996,1
2250,Macleod Trail and 41 Avenue SW,2018.0,-114.064223311852,51.0165751300643,1
2251,Macleod Trail and 42 Avenue SW,2018.0,-114.06460127546102,51.0157551438294,3
2252,Macleod Trail and 5 Avenue SE,2018.0,-114.05790837957399,51.0482496897244,2
2253,Macleod Trail and 58 Avenue SW,2018.0,-114.07171230738001,51.0013286753137,1
2254,Macleod Trail and 6 Avenue SE,2018.0,-114.057975800656,51.0473062741099,1
2255,Macleod Trail and 61 Avenue SW,2018.0,-114.07167772322398,50.99774634937221,4
2256,Macleod Trail and 73 Avenue SW,2018.0,-114.071856586977,50.987831462586605,1
2257,Macleod Trail and 9 Avenue SE,2018.0,-114.058178469072,51.044470991658706,2
2258,Macleod Trail and 90 Avenue SW,2018.0,-114.07169998298201,50.972251096686,1
2259,Macleod Trail and 99 Avenue SE,2018.0,-114.072352005719,50.96100753204821,2
2260,Macleod Trail and Anderson Road SE,2018.0,-114.071864127494,50.9505499149745,1
2261,Macleod Trail and Bannister Road SE,2018.0,-114.064868205256,50.9141399375967,1
2262,Macleod Trail and Canyon Meadows Drive SE,2018.0,-114.068680793809,50.931159098246496,1
2263,Macleod Trail and Glenmore Trail SE,2018.0,-114.07203700314899,50.99442763002911,1
2264,Macleod Trail and Heritage Drive SW,2018.0,-114.072523196148,50.97962252779671,1
2265,Macleod Trail and James Mckevitt Road SW,2018.0,-114.072404239772,50.9216073090044,1
2266,Macleod Trail and Lake Fraser Gate SE,2018.0,-114.06949777237699,50.939454857662106,2
2267,Macleod Trail and Southland Drive SW,2018.0,-114.07183589924,50.9649196987193,1
2268,Macleod Trail and Willow Park Drive SE,2018.0,-114.071711620354,50.957569932221446,2
2269,Macleod Trail approaching Shawnessy Blvd SW,2018.0,-114.070114941901,50.9129201168753,1
2270,Macleod Trail at 42 Avenue SE,2018.0,-114.06428395456999,51.0160085608962,2
2271,Macleod Trail at 61 Avenue SE,2018.0,-114.07167772322398,50.99774634937221,1
2272,Macleod Trail at 61 Avenue SW,2018.0,-114.07167772322398,50.99774634937221,2
2273,Macleod Trail at 86 Avenue SE,2018.0,-114.071692939683,50.97590718058821,1
2274,Macleod Trail at 94 Avenue SW,2018.0,-114.07170708290701,50.9686323183344,1
2275,Macleod Trail at Anderson Road SE,2018.0,-114.071864127494,50.9505499149745,1
2276,Macleod Trail at Lake Fraser Gate SE,2018.0,-114.06949777237699,50.939454857662106,1
2277,Macleod Trail at Stoney Trail SE,2018.0,-114.05836289559299,50.8993102265814,1
2278,Macleod Trail at Willow Park SE,2018.0,-114.071778130449,50.9575481359033,1
2279,Macleod Trail between Heritage Drive and 94 Avenue SW,2018.0,-114.07170708290701,50.9686323183344,1
2280,Macleod Trail north of Heritage Drive SE,2018.0,-114.071576130133,50.982083629279,1
2281,Madigan Drive and Malvern Drive NE,2018.0,-113.941788910503,51.05422698660401,1
2282,Mahogany Boulevard and Mahogany Terrace SE,2018.0,-113.935188787736,50.9019775615594,1
2283,Mahogany Drive and 52 Street SE,2018.0,-113.94261042055,50.891035176193,1
2284,Mahogany Gate and 52 Street SE,2018.0,-113.944674703854,50.8995235089559,1
2285,Mahogany Way at Mahogany Boulevard SE,2018.0,-113.92836003836399,50.902381265625706,1
2286,Manhattan Road and Blackfoot Trail SE,2018.0,-114.04931252473699,51.011268424057704,1
2287,Manhattan Road at 42 Avenue SE,2018.0,-114.05326030208799,51.0156223307391,1
2288,Marbank Drive and 38 Street NE,2018.0,-113.97929912855301,51.0626542884298,2
2289,Marbank Drive and 48 Street NE,2018.0,-113.96398979538,51.063284349026496,1
2290,Marbank Drive and Marlyn Wy NE,2018.0,-113.976676163915,51.063209178481294,2
2291,Marlborough Drive and Marlborough Way NE,2018.0,-113.97507761235902,51.059512190975894,2
2292,Marlborough Drive and Marlborough Wy NE,2018.0,-113.97507761235902,51.059512190975894,1
2293,Marlborough Wy and Marlborough Drive NE,2018.0,-113.97507761235902,51.059512190975894,1
2294,Marthas Meadow Drive and Marthas Meadow Li NE,2018.0,-113.964214321604,51.1236151819261,1
2295,Marthas Wy and 80 Avenue NE,2018.0,-113.958490211238,51.124898355141404,2
2296,Martindale Boulevard and Martindale Drive NE,2018.0,-113.954000218719,51.121139107134105,1
2297,Martindale Drive and Martinview Road NE,2018.0,-113.955507005565,51.1121163565855,1
2298,Martindale Drive and Saddletowne Circle NE,2018.0,-113.94828708217199,51.124000721345396,1
2299,Martindale Gate and Castleridge Boulevard NE,2018.0,-113.96540371932,51.1105605417996,1
2300,Martindale Gate and Martindale Boulevard NE,2018.0,-113.96540519860201,51.1124047648648,1
2301,Martindale Gate at Martindale Boulevard NE,2018.0,-113.96540519860201,51.1124047648648,1
2302,Martingrove Drive and 64 Avenue NE,2018.0,-113.952131859207,51.1109043901748,1
2303,Maryvale Drive and Marlborough Wy NE,2018.0,-113.976931292319,51.0562253031902,1
2304,McCall Way and 64 Avenue NE,2018.0,-114.00168243285,51.110637294736996,1
2305,McIvor Boulevard and New Brighton Avenue SE,2018.0,-113.932883503355,50.9229400776919,1
2306,McIvor Boulevard at New Brighton Wy SE,2018.0,-113.94352753998899,50.9141425918951,1
2307,McKenzie Lake Boulevard at Mountain Park Drive SE,2018.0,-113.991453981932,50.902261969338205,1
2308,McKinght Boulevard at 19 Street NE,2018.0,-114.011510693788,51.092824028573204,1
2309,McKnight Boulevard and 12 Avenue NE,2018.0,-114.03349454573,51.095789620587595,1
2310,McKnight Boulevard and 4 Street NE,2018.0,-114.05443659270901,51.096120386336295,1
2311,McKnight Boulevard and Centre Street N,2018.0,-114.06242751569401,51.0961033579573,1
2312,McKnight Boulevard at 19 Street NE,2018.0,-114.011583312936,51.0920816553383,1
2313,McKnight Boulevard at 4 Street NW,2018.0,-114.07149644226836,51.09571397634833,3
2314,McKnight Boulevard at 68 Street NE,2018.0,-113.9350915932265,51.09605620476765,2
2315,McKnight Boulevard at Edmonton Trail NE,2018.0,-114.05400517230551,51.095886810416644,2
2316,McKnight Boulevard at John Laurie Boulevard NW,2018.0,-114.083317961464,51.0973162573297,1
2317,McKnight Boulevard at Stoney Trail NE,2018.0,-113.926490694095,51.0963740671834,1
2318,McKnight Boulevard between 68 Street and Stoney Trail NE,2018.0,-113.934156988743,51.096105392172305,2
2319,Mccall Way and Mcknight Boulevard NE,2018.0,-114.01280920367701,51.0928903271051,1
2320,Mccall Wy and Barlow Trail NE,2018.0,-114.000829138472,51.102063796481,1
2321,Mcivor Blvd approaching 52 Street SE,2018.0,-113.952166043158,50.9130254951012,1
2322,Mcivor Boulevard and 130 Avenue SE,2018.0,-113.93528792016367,50.92850760280533,3
2323,Mcivor Boulevard and 52 Street SE,2018.0,-113.95195225810335,50.9130311904604,3
2324,Mcivor Boulevard and Copperpond Boulevard SE,2018.0,-113.932785431147,50.9230896135956,1
2325,Mckenzie Lake Boulevard and Mt Mckenzie Drive SE,2018.0,-113.98147579005801,50.91645853910571,3
2326,Mckenzie Lake Boulevard and Stoney Trail SE,2018.0,-113.99224376008199,50.89786072134561,1
2327,Mckenzie Lake Boulevard at Mckenzie Drive SE,2018.0,-113.99101940625299,50.902054538487704,1
2328,Mckenzie Towne Avenue and 52 Street SE,2018.0,-113.95802020507,50.9162629544459,1
2329,Mckenzie Towne Boulevard and 52 Street SE,2018.0,-113.958716527066,50.9183007705171,2
2330,Mckenzie Towne Boulevard and Deerfoot Trail SE,2018.0,-113.975556934967,50.9165653292891,1
2331,Mckenzie Towne Boulevard and Inverness Gate SE,2018.0,-113.96474162790899,50.91626751485521,1
2332,Mckenzie Towne Boulevard and Mckenzie Towne Gate SE,2018.0,-113.964746993816,50.9166945382391,1
2333,Mckenzie Towne Boulevard at Prestiwick Boulevard SE,2018.0,-113.965569410167,50.916516243595105,1
2334,Mckenzie Towne Boulevard between Deerfot Trail and 52 Street SE,2018.0,-113.96524615830299,50.91651533873771,1
2335,Mckenzie Towne Gate and Prestwick Gate SE,2018.0,-113.964746993816,50.9166945382391,1
2336,Mcknight Boulevard and 12 Street NE,2018.0,-114.03349454573,51.095789620587595,1
2337,Mcknight Boulevard and 36 Street NE,2018.0,-113.98191845371201,51.0936141071768,1
2338,Mcknight Boulevard and 4 Street NE,2018.0,-114.05404984130399,51.0961178688595,1
2339,Mcknight Boulevard and 4 Street NW,2018.0,-114.0715218107405,51.0958245935273,2
2340,Mcknight Boulevard and 47 Street NE,2018.0,-113.96583333991501,51.0961565635952,1
2341,Mcknight Boulevard and 52 Street NE,2018.0,-113.9583775928925,51.09609850125425,2
2342,Mcknight Boulevard and 68 Street NE,2018.0,-113.93727859385099,51.0961637010527,1
2343,Mcknight Boulevard and Aviation Boulevard NE,2018.0,-114.033921102283,51.09615240995439,1
2344,Mcknight Boulevard and Barlow Trail NE,2018.0,-114.00392189032699,51.092896266873105,1
2345,Mcknight Boulevard and Edmonton Trail NE,2018.0,-114.052803078583,51.0961159214385,1
2346,Mcknight Boulevard and John Laurie Boulevard NW,2018.0,-114.083317961464,51.0973162573297,3
2347,Mcknight Boulevard and Stoney Trail NE,2018.0,-113.926490694095,51.0963740671834,1
2348,Mcknight Boulevard at 68 Street NE,2018.0,-113.93727859385099,51.0961637010527,1
2349,Mcknight Boulevard at Deerfoot Trail NE,2018.0,-114.04781392799299,51.0961475541505,1
2350,Mcknight Bvld and 52 Street NE,2018.0,-113.958475068889,51.095416760537205,1
2351,Mcknight Bvld and 68 Street NE,2018.0,-113.93727859385099,51.0961637010527,1
2352,Memorial Drive and 10 Street NW,2018.0,-114.08586034759199,51.0519609880605,1
2353,Memorial Drive and 10A Street SW,2018.0,-114.08892024228099,51.0513352629086,1
2354,Memorial Drive and 12 Street NE,2018.0,-114.032250512243,51.04785886830095,2
2355,Memorial Drive and 28 Street SE,2018.0,-113.991775584347,51.0489109159295,1
2356,Memorial Drive and 36 Street NE,2018.0,-113.9822585312595,51.052109075039795,2
2357,Memorial Drive and 36 Street SE,2018.0,-113.982095177339,51.052221648262396,1
2358,Memorial Drive and 44 Street NE,2018.0,-113.969997633298,51.05290634338329,1
2359,Memorial Drive and 44 Street SE,2018.0,-113.969997633298,51.05290634338329,1
2360,Memorial Drive and 47 Street SE,2018.0,-113.96359985562701,51.0527846931351,1
2361,Memorial Drive and 5 Street NW,2018.0,-114.074365371566,51.0572309089937,1
2362,Memorial Drive and 52 Street SE,2018.0,-113.955835158569,51.053317714648756,2
2363,Memorial Drive and 59 Street NE,2018.0,-113.949022759944,51.0531029645026,1
2364,Memorial Drive and 68 Street NE,2018.0,-113.93529573800899,51.05247197014205,2
2365,Memorial Drive and 7 Street NW,2018.0,-114.077717750594,51.055748661205996,1
2366,Memorial Drive and 9 Street NE,2018.0,-114.04162864039301,51.0493640661342,1
2367,Memorial Drive and Barlow Trail SE,2018.0,-114.00187130078301,51.045261539960606,1
2368,Memorial Drive and Edmonton Trail NE,2018.0,-114.05033553745899,51.050601852247894,3
2369,Memorial Drive and Kensington Road NW,2018.0,-114.121490794727,51.0524475522267,1
2370,Memorial Drive and Marlborough Way NE,2018.0,-113.977300442785,51.052736375965004,1
2371,Memorial Drive and Marlborough Wy NE,2018.0,-113.977300442785,51.052736375965004,1
2372,Memorial Drive at 28 Street SE,2018.0,-113.991775584347,51.0489109159295,3
2373,Memorial Drive at 36 Street SE,2018.0,-113.982095177339,51.052221648262396,1
2374,Memorial Drive at 4 Street NE,2018.0,-114.05173873359699,51.0509101264814,1
2375,Memorial Drive at Deerfoot Trail NE,2018.0,-114.01913312801099,51.0535627199567,1
2376,Memorial Drive at Edmonton Trail NE,2018.0,-114.05033553745899,51.050601852247894,1
2377,Memorial Drive at Madigan Drive NE,2018.0,-113.941837020394,51.0527134113138,1
2378,Memorial Drive between 44 Street and 47 Street E,2018.0,-113.96656761057899,51.0527407209543,1
2379,Memorial Drive between Barlow Trail and 28 Street SE,2018.0,-113.994443055094,51.0471698527831,1
2380,Memorial Trail and 52 Street SE,2018.0,-113.955815887005,51.053259723671104,1
2381,Memorial Trail and Deerfoot Trail NE,2018.0,-114.01913312801099,51.0535627199567,1
2382,Meredith Road and 4 Street NE,2018.0,-114.051692781411,51.0519109727275,1
2383,Metis Trail and 104 Avenue NE,2018.0,-113.96982450756201,51.14717345341229,1
2384,Metis Trail and 128 Avenue NE,2018.0,-113.9707915137895,51.16540389645695,2
2385,Metis Trail and 144 Avenue NE,2018.0,-113.97082895866899,51.1834450914816,1
2386,Metis Trail and 64 Avenue NE,2018.0,-113.97459441010945,51.11146520016211,7
2387,Metis Trail and 80 Avenue NE,2018.0,-113.9701812199346,51.125198631237105,5
2388,Metis Trail and 88 Avenue NE,2018.0,-113.970870290524,51.132601509476004,1
2389,Metis Trail and Cityscape Boulevard NE,2018.0,-113.970031192361,51.147253154027254,2
2390,Metis Trail and Country Hills Boulevard NE,2018.0,-113.97079205078126,51.154250803018876,4
2391,Metis Trail and Mcknight Boulevard NE,2018.0,-113.983562382323,51.0965906448959,1
2392,Metis Trail and Stoney Trail NE,2018.0,-113.96942981450499,51.17574826272215,2
2393,Metis Trail approaching 104 Avenue NE,2018.0,-113.97091779871599,51.147269019836905,1
2394,Metis Trail at 104 Avenue NE,2018.0,-113.97091779871599,51.147269019836905,1
2395,Metis Trail at 64 Avenue NE,2018.0,-113.97529531292601,51.1109330631024,1
2396,Metis Trail at Cityscape Boulevard NE,2018.0,-113.970221471688,51.147286014726106,1
2397,Metis Trail at Country Hills Boulevard NE,2018.0,-113.97025271790301,51.15426165879371,1
2398,Metis Trail at Stoney Trail NE,2018.0,-113.97493131927601,51.1757858885742,2
2399,Midlake Boulevard and Bannister Road SE,2018.0,-114.06509515694225,50.914081691141305,4
2400,Midlake Boulevard and Macleod Trail SE,2018.0,-114.068854065374,50.915837472175596,1
2401,Midlake Boulevard and Sun Valley Boulevard SE,2018.0,-114.047462310921,50.9066661614886,1
2402,Midlake Boulevard and Sunmills Drive SE,2018.0,-114.047462310921,50.9066661614886,1
2403,Midpark Boulevard and Midpark Drive SE,2018.0,-114.06119168555401,50.91258603372889,1
2404,Midpark Boulevard and Sun Valley Boulevard SE,2018.0,-114.05528069859699,50.906642044659996,1
2405,Midpark Gardens and Midpark Drive SE,2018.0,-114.05990359832501,50.9122375324427,1
2406,Millrise Drive and 5 Street SW,2018.0,-114.07170582458099,50.9168437070486,1
2407,Millrise Hill and James Mckevitt Road SW,2018.0,-114.089245332066,50.92107144960529,1
2408,Millrise Lane and Millbank Drive SW,2018.0,-114.08556325344,50.917537477642604,1
2409,Mission Road and 34 Avenue SW,2018.0,-114.06622880396799,51.0232445118668,1
2410,Morley Trail and Charleswood Drive NW,2018.0,-114.124254899436,51.0839699103529,1
2411,Mount Aberdeen Manor and Mount Mckenzie Drive SE,2018.0,-113.983548237859,50.93147983713101,1
2412,Mount Mckenzie Bay and Mount Mckenzie Drive SE,2018.0,-113.982859134197,50.92992565234779,1
2413,Mount Roayl Gate at Richard Road SW,2018.0,-114.129300864767,51.008719455008,1
2414,Mount Royal Gate and Richard Road SW,2018.0,-114.13029720147499,51.0087214047632,2
2415,Mount Royal Gate at Crowchild Trail SW,2018.0,-114.12076035592199,51.0087673396566,1
2416,Mount Royal Gate at Forand Street SW,2018.0,-114.120158337838,51.008667724094295,1
2417,Mount Royal Gate at Richard Road SW,2018.0,-114.129317926225,51.0087057716407,1
2418,Mt Mckenzie Drive and Mt Brewster Ci SE,2018.0,-113.981736722167,50.9201693531108,1
2419,New Brighton Cm and New Brighton Wy SE,2018.0,-113.945444739853,50.9159949804147,1
2420,New Brighton Drive and 52 Street SE,2018.0,-113.95818794200501,50.925391924156706,1
2421,New Brighton He and New Brighton Drive SE,2018.0,-113.954137431509,50.925156036413604,1
2422,Nolan Hill Boulevard at Shopping Center Entrance NW,2018.0,-114.160704876653,51.16793398084129,1
2423,Nolan Hill Drive and 128 Avenue NW,2018.0,-114.16135496682101,51.168119619188296,3
2424,Nolan Hill Drive and Nolan Hill Heights NW,2018.0,-114.15741824723601,51.17193780883861,1
2425,Nolan Hill Drive and Sherwood Drive NW,2018.0,-114.160704876653,51.16793398084129,1
2426,Nolan Hill Drive at Sherwood Drive NW,2018.0,-114.160704876653,51.16793398084129,1
2427,Nolanfield Ht and Nolan Hill Gate NW,2018.0,-114.163106706819,51.17890499964021,1
2428,North Haven Drive at 14 Street NW,2018.0,-114.094767691935,51.092158891007,1
2429,Northbound  Barlow Trail at Peigan Trail SE,2018.0,-114.00342691408899,51.014959105997704,1
2430,Northbound 1 Street at 42 Avenue SE,2018.0,-114.061222602803,51.0159618399063,1
2431,Northbound 1 Street past 7 Avenue SW,2018.0,-114.06539484573601,51.046778347236604,1
2432,Northbound 10 Street and 13 Avenue NW,2018.0,-114.084475762343,51.0639054621414,1
2433,Northbound 10 Street at 3 Avenue NW,2018.0,-114.085921271948,51.0555955774537,1
2434,Northbound 10 Street at 5 Avenue NW,2018.0,-114.08595920209801,51.0583625842163,1
2435,Northbound 10a Street and Memorial Drive NW,2018.0,-114.087251455903,51.0516853218438,1
2436,Northbound 12 Street approaching  Zoo Road SE,2018.0,-114.032252993244,51.044347883211,1
2437,Northbound 12 Street overpass of Memorial Drive NE,2018.0,-114.03187892125,51.04847580049971,1
2438,Northbound 14 Street  approaching Glenmore Trail SW,2018.0,-114.09498495574101,50.9918069676814,1
2439,Northbound 14 Street and 20 Avenue NW,2018.0,-114.09473549720501,51.0705290302633,1
2440,Northbound 14 Street and 24 Avenue NW,2018.0,-114.09473330345101,51.074276924873296,1
2441,Northbound 14 Street and 6 Avenue NW,2018.0,-114.095484550828,51.05760796626139,1
2442,Northbound 14 Street and 75 Avenue SW,2018.0,-114.096251526404,50.988136646003,1
2443,Northbound 14 Street and 9 Avenue SW,2018.0,-114.09507612706001,51.0456125899513,1
2444,Northbound 14 Street and 90 Avenue SW,2018.0,-114.095878620244,50.97224720705706,3
2445,Northbound 14 Street and Anderson Road SW,2018.0,-114.09466895480601,50.951575224490796,1
2446,Northbound 14 Street and Glenmore Trail SW,2018.0,-114.09935568709999,50.995599281808396,1
2447,Northbound 14 Street and Heritage Drive SW,2018.0,-114.095205458086,50.979936035798644,2
2448,Northbound 14 Street and Kensington Road NW,2018.0,-114.094728643416,51.05249127327535,2
2449,Northbound 14 Street and Memorial Drive NW,2018.0,-114.095938755173,51.049264862450705,1
2450,Northbound 14 Street and Southland Drive SW,2018.0,-114.096705849657,50.961517163405105,2
2451,Northbound 14 Street appraoching Southland Drive SW,2018.0,-114.094664604398,50.9577006591258,1
2452,Northbound 14 Street approaching  8 Avenue NW,2018.0,-114.094728119436,51.0595749917986,1
2453,Northbound 14 Street approaching 75 Avenue SW,2018.0,-114.096251526404,50.988136646003,1
2454,Northbound 14 Street approaching 90 Avenue SW,2018.0,-114.0951134404375,50.97065252550975,2
2455,Northbound 14 Street approaching Anderson Road SW,2018.0,-114.097344384191,50.9505907010468,1
2456,Northbound 14 Street approaching Glenmore Trail SW,2018.0,-114.094866818725,50.991712131194,1
2457,Northbound 14 Street approaching Heritage Drive SW,2018.0,-114.0947424044,50.97859769161355,2
2458,Northbound 14 Street approaching John Laurie Boulevard NW,2018.0,-114.094663746543,51.088092589957895,1
2459,Northbound 14 Street approaching Southland Drive SW,2018.0,-114.0946834060345,50.9588622697852,2
2460,Northbound 14 Street at 10 Avenue SW,2018.0,-114.09464045034402,51.0442098256521,1
2461,Northbound 14 Street at 12 Avenue SW,2018.0,-114.094742540065,51.0423147061977,1
2462,Northbound 14 Street at 14 Avenue SW,2018.0,-114.094710004209,51.040414930642,1
2463,Northbound 14 Street at 6 Avenue NW,2018.0,-114.094750067971,51.0574685041594,1
2464,Northbound 14 Street at 6 Avenue SW,2018.0,-114.09466037507,51.04698907576,1
2465,Northbound 14 Street at 75 Avenue SW,2018.0,-114.0947490684625,50.98802909730375,2
2466,Northbound 14 Street at 9 Avenue SW,2018.0,-114.094644575961,51.045674609776896,1
2467,Northbound 14 Street at 90 Avenue SW,2018.0,-114.09630735631599,50.97230190378429,1
2468,Northbound 14 Street at Country Hills Boulevard NW,2018.0,-114.111893718729,51.1441000918388,1
2469,Northbound 14 Street at Glenmore Trail SW,2018.0,-114.101595818037,50.996389267836705,1
2470,Northbound 14 Street at John Laurie Boulevard NW,2018.0,-114.094634237213,51.0892302562911,1
